locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAGEIGCL_03039	CDS	534	ymdB_2	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
FAGEIGCL_03040	CDS	1422	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
FAGEIGCL_03041	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
FAGEIGCL_03042	CDS	1554	mdoG		COG3131	Glucans biosynthesis protein G
FAGEIGCL_03043	CDS	2544	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
FAGEIGCL_03044	CDS	228				hypothetical protein
FAGEIGCL_03045	CDS	375				hypothetical protein
FAGEIGCL_03046	CDS	1227	sbnD_2			Staphyloferrin B transporter
FAGEIGCL_03047	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
FAGEIGCL_03048	CDS	1053				hypothetical protein
FAGEIGCL_03049	CDS	576	yceI		COG2353	Protein YceI
FAGEIGCL_03050	CDS	567	yceJ		COG3038	Cytochrome b561 
FAGEIGCL_03051	CDS	114	yceO			putative protein YceO
FAGEIGCL_03052	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
FAGEIGCL_03053	CDS	255	bssS			Biofilm regulator BssS
FAGEIGCL_03054	CDS	246	dinI			DNA damage-inducible protein I
FAGEIGCL_03055	CDS	1047	pyrC_1	3.5.2.3	COG0418	Dihydroorotase
FAGEIGCL_03056	CDS	561	yceB			putative lipoprotein YceB
FAGEIGCL_03057	CDS	648	grxB		COG2999	Glutaredoxin 2
FAGEIGCL_03058	CDS	1209	mdtH			Multidrug resistance protein MdtH
FAGEIGCL_03059	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
FAGEIGCL_03060	CDS	648				hypothetical protein
FAGEIGCL_03061	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
FAGEIGCL_03062	CDS	1536	murJ_2		COG0728	Lipid II flippase MurJ
FAGEIGCL_03063	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
FAGEIGCL_03064	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
FAGEIGCL_03065	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
FAGEIGCL_03066	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
FAGEIGCL_03067	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
FAGEIGCL_03068	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
FAGEIGCL_03069	CDS	1206	flgE		COG1749	Flagellar hook protein FlgE
FAGEIGCL_03070	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
FAGEIGCL_03071	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
FAGEIGCL_03072	CDS	699	flgH			Flagellar L-ring protein
FAGEIGCL_03073	CDS	1098	flgI			Flagellar P-ring protein
FAGEIGCL_03074	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
FAGEIGCL_03075	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
FAGEIGCL_03076	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
FAGEIGCL_03077	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
FAGEIGCL_03078	CDS	960	rluC_1	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
FAGEIGCL_03079	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
FAGEIGCL_03080	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
FAGEIGCL_03081	CDS	174	rpmF_1		COG0333	50S ribosomal protein L32
FAGEIGCL_03082	CDS	1071	plsX_1	2.3.1.274	COG0416	Phosphate acyltransferase
FAGEIGCL_03083	CDS	954	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
FAGEIGCL_03084	CDS	930	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
FAGEIGCL_03085	CDS	735	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FAGEIGCL_03086	CDS	237	acpP_1			Acyl carrier protein
FAGEIGCL_03087	CDS	1242	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FAGEIGCL_03088	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
FAGEIGCL_03089	CDS	1023	mltG_2	4.2.2.-	COG1559	Endolytic murein transglycosylase
FAGEIGCL_03090	CDS	642	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
FAGEIGCL_03091	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
FAGEIGCL_03092	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
FAGEIGCL_03093	CDS	1434	ptsG_1		COG1263	PTS system glucose-specific EIICB component
FAGEIGCL_03094	CDS	2190	fhuE		COG4773	FhuE receptor
FAGEIGCL_03095	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
FAGEIGCL_03096	CDS	354				hypothetical protein
FAGEIGCL_03097	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
FAGEIGCL_03098	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
FAGEIGCL_03099	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
FAGEIGCL_03100	CDS	543				hypothetical protein
FAGEIGCL_03101	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
FAGEIGCL_03102	CDS	540				hypothetical protein
FAGEIGCL_03103	CDS	711	comR			HTH-type transcriptional repressor ComR
FAGEIGCL_03104	CDS	258	bhsA_2			Multiple stress resistance protein BhsA
FAGEIGCL_03105	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
FAGEIGCL_03106	CDS	3495	mfd_1	3.6.4.-	COG1197	Transcription-repair-coupling factor
FAGEIGCL_03107	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
FAGEIGCL_03108	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
FAGEIGCL_03109	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FAGEIGCL_03110	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
FAGEIGCL_03111	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
FAGEIGCL_03112	CDS	822	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacylase
FAGEIGCL_03113	CDS	789	ycfZ			Inner membrane protein YcfZ
FAGEIGCL_03114	CDS	462	ymfA			Inner membrane protein YmfA
FAGEIGCL_03115	CDS	1047	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
FAGEIGCL_03116	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
FAGEIGCL_03117	CDS	1119				hypothetical protein
FAGEIGCL_03118	CDS	270				hypothetical protein
FAGEIGCL_03119	CDS	2472				hypothetical protein
FAGEIGCL_03120	CDS	189				hypothetical protein
FAGEIGCL_03121	CDS	189				hypothetical protein
FAGEIGCL_03122	CDS	195				hypothetical protein
FAGEIGCL_03123	CDS	360				hypothetical protein
FAGEIGCL_03124	CDS	234				hypothetical protein
FAGEIGCL_03125	CDS	477				hypothetical protein
FAGEIGCL_03126	CDS	324				hypothetical protein
FAGEIGCL_03127	CDS	426				hypothetical protein
FAGEIGCL_03128	CDS	396				hypothetical protein
FAGEIGCL_03129	CDS	1086				hypothetical protein
FAGEIGCL_03130	CDS	357				hypothetical protein
FAGEIGCL_03131	CDS	213				hypothetical protein
FAGEIGCL_03132	CDS	630				hypothetical protein
FAGEIGCL_03133	CDS	300				hypothetical protein
FAGEIGCL_03134	CDS	258				hypothetical protein
FAGEIGCL_03135	CDS	1050				hypothetical protein
FAGEIGCL_03136	CDS	360	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
FAGEIGCL_03137	CDS	666				hypothetical protein
FAGEIGCL_03138	CDS	714				hypothetical protein
FAGEIGCL_03139	CDS	321				hypothetical protein
FAGEIGCL_03140	CDS	1059				hypothetical protein
FAGEIGCL_03141	tRNA	76				tRNA-Met(cat)
FAGEIGCL_03142	tRNA	77				tRNA-Lys(ttt)
FAGEIGCL_03143	CDS	1944				hypothetical protein
FAGEIGCL_03144	CDS	177				hypothetical protein
FAGEIGCL_03145	CDS	306				hypothetical protein
FAGEIGCL_03146	CDS	216				hypothetical protein
FAGEIGCL_03147	CDS	534	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
FAGEIGCL_03148	CDS	468				hypothetical protein
FAGEIGCL_03149	CDS	510				hypothetical protein
FAGEIGCL_03150	CDS	1929				hypothetical protein
FAGEIGCL_03151	CDS	207				hypothetical protein
FAGEIGCL_03152	CDS	1593				hypothetical protein
FAGEIGCL_03153	CDS	1506				hypothetical protein
FAGEIGCL_03154	CDS	348				hypothetical protein
FAGEIGCL_03155	CDS	1029				hypothetical protein
FAGEIGCL_03156	CDS	384				hypothetical protein
FAGEIGCL_03157	CDS	354				hypothetical protein
FAGEIGCL_03158	CDS	534				hypothetical protein
FAGEIGCL_03159	CDS	396				hypothetical protein
FAGEIGCL_03160	CDS	150				hypothetical protein
FAGEIGCL_03161	CDS	603				hypothetical protein
FAGEIGCL_03162	CDS	429				hypothetical protein
FAGEIGCL_03163	CDS	414				hypothetical protein
FAGEIGCL_03164	CDS	2583				hypothetical protein
FAGEIGCL_03165	CDS	330				hypothetical protein
FAGEIGCL_03166	CDS	1164	ompD_1		COG3203	Outer membrane porin protein OmpD
FAGEIGCL_03167	CDS	942	lgt_2	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
FAGEIGCL_03168	CDS	390	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
FAGEIGCL_03169	CDS	390				hypothetical protein
FAGEIGCL_03170	CDS	381				hypothetical protein
FAGEIGCL_03171	CDS	336				hypothetical protein
FAGEIGCL_03172	CDS	333				hypothetical protein
FAGEIGCL_03173	CDS	435				hypothetical protein
FAGEIGCL_03174	CDS	264				hypothetical protein
FAGEIGCL_03175	CDS	408				hypothetical protein
FAGEIGCL_03176	CDS	1308	xylA_1	5.3.1.5		Xylose isomerase
FAGEIGCL_03177	CDS	408	manX_3	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
FAGEIGCL_03178	CDS	1539	cadC		COG3710	Transcriptional activator CadC
FAGEIGCL_03179	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
FAGEIGCL_03180	CDS	2148	cadA_1	4.1.1.18	COG1982	Inducible lysine decarboxylase
FAGEIGCL_03181	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
FAGEIGCL_03182	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
FAGEIGCL_03183	CDS	174	ghoT			Toxin GhoT
FAGEIGCL_03184	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
FAGEIGCL_03185	CDS	273	yjdJ_1		COG2388	putative protein YjdJ
FAGEIGCL_03186	CDS	231				hypothetical protein
FAGEIGCL_03187	CDS	1632	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
FAGEIGCL_03188	CDS	720	dcuR_1		COG4565	Transcriptional regulatory protein DcuR
FAGEIGCL_03189	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
FAGEIGCL_03190	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
FAGEIGCL_03191	CDS	651	yjdF_2		COG3647	Inner membrane protein YjdF
FAGEIGCL_03192	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
FAGEIGCL_03193	CDS	909	melR_2			Melibiose operon regulatory protein
FAGEIGCL_03194	CDS	2268	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
FAGEIGCL_03195	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
FAGEIGCL_03196	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
FAGEIGCL_03197	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
FAGEIGCL_03198	CDS	669	basR			Transcriptional regulatory protein BasR
FAGEIGCL_03199	CDS	1101	basS	2.7.13.3		Sensor protein BasS
FAGEIGCL_03200	CDS	1503	proP			Proline/betaine transporter
FAGEIGCL_03201	CDS	879				hypothetical protein
FAGEIGCL_03202	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
FAGEIGCL_03203	CDS	336				hypothetical protein
FAGEIGCL_03204	CDS	444				hypothetical protein
FAGEIGCL_03205	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
FAGEIGCL_03206	CDS	1017				hypothetical protein
FAGEIGCL_03207	CDS	780	phnE_1		COG3639	Phosphate-import permease protein PhnE
FAGEIGCL_03208	CDS	732	phnF		COG2188	putative transcriptional regulator PhnF
FAGEIGCL_03209	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
FAGEIGCL_03210	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
FAGEIGCL_03211	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
FAGEIGCL_03212	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
FAGEIGCL_03213	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
FAGEIGCL_03214	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
FAGEIGCL_03215	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
FAGEIGCL_03216	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
FAGEIGCL_03217	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
FAGEIGCL_03218	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
FAGEIGCL_03219	CDS	330				hypothetical protein
FAGEIGCL_03220	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
FAGEIGCL_03221	CDS	891	rpiR_1		COG1737	HTH-type transcriptional regulator RpiR
FAGEIGCL_03222	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
FAGEIGCL_03223	CDS	1533	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FAGEIGCL_03224	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
FAGEIGCL_03225	CDS	696	alsE_2	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
FAGEIGCL_03226	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
FAGEIGCL_03227	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
FAGEIGCL_03228	CDS	276				hypothetical protein
FAGEIGCL_03229	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
FAGEIGCL_03230	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
FAGEIGCL_03231	CDS	1467	cusC_2		COG1538	Cation efflux system protein CusC
FAGEIGCL_03232	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
FAGEIGCL_03233	CDS	1680	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
FAGEIGCL_03234	CDS	1569	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
FAGEIGCL_03235	CDS	1050	dppB_1		COG0601	Dipeptide transport system permease protein DppB
FAGEIGCL_03236	CDS	834	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
FAGEIGCL_03237	CDS	837	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
FAGEIGCL_03238	CDS	705	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
FAGEIGCL_03239	CDS	690				hypothetical protein
FAGEIGCL_03240	CDS	168				hypothetical protein
FAGEIGCL_03241	CDS	120				hypothetical protein
FAGEIGCL_03242	CDS	519	hcpA_2		COG3157	Major exported protein
FAGEIGCL_03243	CDS	504				hypothetical protein
FAGEIGCL_03244	CDS	1485				hypothetical protein
FAGEIGCL_03245	CDS	426				hypothetical protein
FAGEIGCL_03246	CDS	1842				hypothetical protein
FAGEIGCL_03247	CDS	1050				hypothetical protein
FAGEIGCL_03248	CDS	1293				hypothetical protein
FAGEIGCL_03249	CDS	525				hypothetical protein
FAGEIGCL_03250	CDS	1347				hypothetical protein
FAGEIGCL_03251	CDS	765				hypothetical protein
FAGEIGCL_03252	CDS	2763	clpV1_3		COG0542	Protein ClpV1
FAGEIGCL_03253	CDS	744				hypothetical protein
FAGEIGCL_03254	CDS	1443				hypothetical protein
FAGEIGCL_03255	CDS	3528				hypothetical protein
FAGEIGCL_03256	CDS	708				hypothetical protein
FAGEIGCL_03257	CDS	708				hypothetical protein
FAGEIGCL_03258	CDS	480	hcpA_3		COG3157	Major exported protein
FAGEIGCL_03259	CDS	786				hypothetical protein
FAGEIGCL_03260	tRNA	77				tRNA-Asp(gtc)
FAGEIGCL_03261	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
FAGEIGCL_03262	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
FAGEIGCL_03263	CDS	723				hypothetical protein
FAGEIGCL_03264	CDS	756	gloB_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
FAGEIGCL_03265	CDS	1359	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
FAGEIGCL_03266	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
FAGEIGCL_03267	CDS	825				hypothetical protein
FAGEIGCL_03268	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
FAGEIGCL_03269	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
FAGEIGCL_03270	tRNA	77				tRNA-Asp(gtc)
FAGEIGCL_03271	rRNA	111				5S ribosomal RNA
FAGEIGCL_03272	CDS	432				hypothetical protein
FAGEIGCL_03273	CDS	375				hypothetical protein
FAGEIGCL_03274	CDS	750				hypothetical protein
FAGEIGCL_03275	CDS	594			COG0325	Pyridoxal phosphate homeostasis protein
FAGEIGCL_03276	CDS	645	sepF_1			Cell division protein SepF
FAGEIGCL_03277	CDS	210				hypothetical protein
FAGEIGCL_03278	CDS	783				hypothetical protein
FAGEIGCL_03279	CDS	702	divIVA_1		COG3599	Cell division protein DivIVA
FAGEIGCL_03280	CDS	243				hypothetical protein
FAGEIGCL_03281	CDS	660				hypothetical protein
FAGEIGCL_03282	CDS	519	grdB	1.21.4.2		Glycine reductase complex component B subunit gamma
FAGEIGCL_03283	CDS	480	licC_4		COG1455	Lichenan permease IIC component
FAGEIGCL_03284	CDS	222				hypothetical protein
FAGEIGCL_03285	CDS	921	rihC_1	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
FAGEIGCL_03286	CDS	1914	RBKS	2.7.1.15		Ribokinase
FAGEIGCL_03287	CDS	453	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
FAGEIGCL_03288	CDS	168				hypothetical protein
FAGEIGCL_03289	CDS	798				IS3 family transposase ISLgar1
FAGEIGCL_03290	CDS	405				hypothetical protein
FAGEIGCL_03291	CDS	342				hypothetical protein
FAGEIGCL_03292	CDS	879				hypothetical protein
FAGEIGCL_03293	CDS	693	srrA_1		COG0745	Transcriptional regulatory protein SrrA
FAGEIGCL_03294	CDS	1533	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
FAGEIGCL_03295	CDS	303				hypothetical protein
FAGEIGCL_03296	CDS	117				hypothetical protein
FAGEIGCL_03297	CDS	609				hypothetical protein
FAGEIGCL_03298	CDS	648	glnP_2		COG0765	putative glutamine ABC transporter permease protein GlnP
FAGEIGCL_03299	CDS	705	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
FAGEIGCL_03300	CDS	813	peb1A_1		COG0834	Major cell-binding factor
FAGEIGCL_03301	CDS	765	glnQ_5	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
FAGEIGCL_03302	CDS	711	walR_2		COG0745	Transcriptional regulatory protein WalR
FAGEIGCL_03303	CDS	1353	walK_1	2.7.13.3		Sensor histidine kinase WalK
FAGEIGCL_03304	CDS	810	yycJ_1	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
FAGEIGCL_03305	CDS	687	rnc_2	3.1.26.3	COG0571	Ribonuclease 3
FAGEIGCL_03306	CDS	3540	smc_1		COG1196	Chromosome partition protein Smc
FAGEIGCL_03307	CDS	411				hypothetical protein
FAGEIGCL_03308	CDS	813				hypothetical protein
FAGEIGCL_03309	CDS	798	ybjI_1	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
FAGEIGCL_03310	CDS	819	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
FAGEIGCL_03311	CDS	1422	ftsY_2			Signal recognition particle receptor FtsY
FAGEIGCL_03312	CDS	381				hypothetical protein
FAGEIGCL_03313	CDS	993		1.3.1.103		2-haloacrylate reductase
FAGEIGCL_03314	CDS	813			COG3689	Putative two-component membrane permease complex subunit SMU_746c
FAGEIGCL_03315	CDS	900			COG0701	Putative two-component membrane permease complex subunit SMU_747c
FAGEIGCL_03316	CDS	135				hypothetical protein
FAGEIGCL_03317	CDS	2127	yhgF_3		COG2183	Protein YhgF
FAGEIGCL_03318	CDS	444				Protein SprT-like protein
FAGEIGCL_03319	CDS	279				hypothetical protein
FAGEIGCL_03320	CDS	942	hprK_2	2.7.11.-	COG1493	HPr kinase/phosphorylase
FAGEIGCL_03321	CDS	783	lgt_3	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
FAGEIGCL_03322	CDS	420				hypothetical protein
FAGEIGCL_03323	CDS	474				putative protein
FAGEIGCL_03324	CDS	285				hypothetical protein
FAGEIGCL_03325	CDS	927				hypothetical protein
FAGEIGCL_03326	CDS	1290				hypothetical protein
FAGEIGCL_03327	CDS	324				hypothetical protein
FAGEIGCL_03328	CDS	213				hypothetical protein
FAGEIGCL_03329	CDS	345	bioY2_2		COG1268	Biotin transporter BioY2
FAGEIGCL_03330	CDS	144				hypothetical protein
FAGEIGCL_03331	CDS	756	gph_2	3.1.3.18		Phosphoglycolate phosphatase
FAGEIGCL_03332	CDS	411				hypothetical protein
FAGEIGCL_03333	CDS	1491	lysS_2	6.1.1.6	COG1190	Lysine--tRNA ligase
FAGEIGCL_03334	CDS	909	gph_3	3.1.3.18		Phosphoglycolate phosphatase
FAGEIGCL_03335	CDS	630	cobC_2	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
FAGEIGCL_03336	CDS	483				hypothetical protein
FAGEIGCL_03337	CDS	1065				hypothetical protein
FAGEIGCL_03338	CDS	876				hypothetical protein
FAGEIGCL_03339	CDS	486	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
FAGEIGCL_03340	CDS	1800	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
FAGEIGCL_03341	CDS	2826	ppc_2	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
FAGEIGCL_03342	CDS	1281	ftsW_3	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FAGEIGCL_03343	CDS	1197	tuf_1			Elongation factor Tu
FAGEIGCL_03344	CDS	759	tpiA_1	5.3.1.1	COG0149	Triosephosphate isomerase
FAGEIGCL_03345	CDS	1239	femB_1	2.3.2.18		Aminoacyltransferase FemB
FAGEIGCL_03346	CDS	1215	femX	2.3.2.16		Lipid II:glycine glycyltransferase
FAGEIGCL_03347	CDS	810		3.1.3.-		Putative phosphatase
FAGEIGCL_03348	CDS	1302				hypothetical protein
FAGEIGCL_03349	CDS	216				hypothetical protein
FAGEIGCL_03350	CDS	387				hypothetical protein
FAGEIGCL_03351	CDS	2682		7.2.2.10		Calcium-transporting ATPase 1
FAGEIGCL_03352	CDS	858	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FAGEIGCL_03353	CDS	663	ycjU_1	5.4.2.6	COG0637	Beta-phosphoglucomutase
FAGEIGCL_03354	CDS	978	prfB_2			Peptide chain release factor 2
FAGEIGCL_03355	CDS	693	ftsE_2		COG2884	Cell division ATP-binding protein FtsE
FAGEIGCL_03356	CDS	930	ftsX_3		COG2177	Cell division protein FtsX
FAGEIGCL_03357	CDS	717				hypothetical protein
FAGEIGCL_03358	CDS	636		3.-.-.-		putative metallo-hydrolase
FAGEIGCL_03359	CDS	2484	dinG_2	3.1.-.-		3'-5' exonuclease DinG
FAGEIGCL_03360	CDS	471				hypothetical protein
FAGEIGCL_03361	CDS	1182	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
FAGEIGCL_03362	CDS	444				hypothetical protein
FAGEIGCL_03363	CDS	1347	asnS_1	6.1.1.22	COG0017	Asparagine--tRNA ligase
FAGEIGCL_03364	CDS	1338				IS1182 family transposase ISSag8
FAGEIGCL_03365	CDS	282				hypothetical protein
FAGEIGCL_03366	CDS	954	rhaS_3			HTH-type transcriptional activator RhaS
FAGEIGCL_03367	CDS	1449	rhaB_1	2.7.1.5		Rhamnulokinase
FAGEIGCL_03368	CDS	1266	rhaA_1	5.3.1.14	COG4806	L-rhamnose isomerase
FAGEIGCL_03369	CDS	819	rhaD_1	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
FAGEIGCL_03370	CDS	201				hypothetical protein
FAGEIGCL_03371	CDS	2109		3.2.1.40		Alpha-L-rhamnosidase
FAGEIGCL_03372	CDS	1035	cytR_2		COG1609	HTH-type transcriptional repressor CytR
FAGEIGCL_03373	CDS	837	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
FAGEIGCL_03374	CDS	942	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
FAGEIGCL_03375	CDS	1437				hypothetical protein
FAGEIGCL_03376	CDS	1449	glpK_3	2.7.1.30	COG0554	Glycerol kinase
FAGEIGCL_03377	CDS	1023	rhaS_4			HTH-type transcriptional activator RhaS
FAGEIGCL_03378	CDS	906				hypothetical protein
FAGEIGCL_03379	CDS	1287				hypothetical protein
FAGEIGCL_03380	CDS	1368	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
FAGEIGCL_03381	CDS	2526				hypothetical protein
FAGEIGCL_03382	CDS	1191	rhaS_5			HTH-type transcriptional activator RhaS
