locus_tag	ftype	length_bp	gene	EC_number	COG	product
HANCKOBL_01668	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
HANCKOBL_01669	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
HANCKOBL_01670	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
HANCKOBL_01671	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
HANCKOBL_01672	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
HANCKOBL_01673	CDS	1536	murJ_2		COG0728	Lipid II flippase MurJ
HANCKOBL_01674	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
HANCKOBL_01675	CDS	648				hypothetical protein
HANCKOBL_01676	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
HANCKOBL_01677	CDS	1209	mdtH			Multidrug resistance protein MdtH
HANCKOBL_01678	CDS	648	grxB		COG2999	Glutaredoxin 2
HANCKOBL_01679	CDS	561	yceB			putative lipoprotein YceB
HANCKOBL_01680	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
HANCKOBL_01681	CDS	246	dinI			DNA damage-inducible protein I
HANCKOBL_01682	CDS	255	bssS			Biofilm regulator BssS
HANCKOBL_01683	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
HANCKOBL_01684	CDS	114	yceO			putative protein YceO
HANCKOBL_01685	CDS	567	yceJ		COG3038	Cytochrome b561 
HANCKOBL_01686	CDS	576	yceI		COG2353	Protein YceI
HANCKOBL_01687	CDS	1053				hypothetical protein
HANCKOBL_01688	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
HANCKOBL_01689	CDS	1227	sbnD			Staphyloferrin B transporter
HANCKOBL_01690	CDS	375				hypothetical protein
HANCKOBL_01691	CDS	228				hypothetical protein
HANCKOBL_01692	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
HANCKOBL_01693	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
HANCKOBL_01694	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
HANCKOBL_01695	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
HANCKOBL_01696	CDS	534	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
HANCKOBL_01697	CDS	312	ymdA			putative protein YmdA
HANCKOBL_01698	CDS	333	csgC			Curli assembly protein CsgC
HANCKOBL_01699	CDS	459	csgA			Major curlin subunit
HANCKOBL_01700	CDS	456	csgB			Minor curlin subunit
HANCKOBL_01701	CDS	651	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
HANCKOBL_01702	CDS	390	csgE			Curli production assembly/transport component CsgE
HANCKOBL_01703	CDS	417	csgF			Curli production assembly/transport component CsgF
HANCKOBL_01704	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
HANCKOBL_01705	CDS	522	ycdZ			Inner membrane protein YcdZ
HANCKOBL_01706	CDS	555	ycdY		COG3381	Chaperone protein YcdY
HANCKOBL_01707	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
HANCKOBL_01708	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
HANCKOBL_01709	tRNA	88				tRNA-Ser(gga)
HANCKOBL_01710	CDS	105				hypothetical protein
HANCKOBL_01711	CDS	1368	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
HANCKOBL_01712	CDS	2424	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
HANCKOBL_01713	CDS	2019	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
HANCKOBL_01714	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
HANCKOBL_01715	CDS	414	pgaD			Biofilm PGA synthesis protein PgaD
HANCKOBL_01716	CDS	1065	phoH		COG1702	Protein PhoH
HANCKOBL_01717	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
HANCKOBL_01718	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
HANCKOBL_01719	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
HANCKOBL_01720	CDS	1509	putP		COG0591	Sodium/proline symporter
HANCKOBL_01721	CDS	3963	putA		COG0506	Bifunctional protein PutA
HANCKOBL_01722	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
HANCKOBL_01723	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
HANCKOBL_01724	CDS	696	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
HANCKOBL_01725	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
HANCKOBL_01726	CDS	801	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
HANCKOBL_01727	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
HANCKOBL_01728	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
HANCKOBL_01729	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
HANCKOBL_01730	CDS	174				hypothetical protein
HANCKOBL_01731	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
HANCKOBL_01732	CDS	228	yccJ			putative protein YccJ
HANCKOBL_01733	CDS	1242	agp_1	3.1.3.10		Glucose-1-phosphatase
HANCKOBL_01734	CDS	921	cbpA		COG2214	Curved DNA-binding protein
HANCKOBL_01735	CDS	306	cbpM			Chaperone modulatory protein CbpM
HANCKOBL_01736	CDS	600	torD		COG3381	Chaperone protein TorD
HANCKOBL_01737	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
HANCKOBL_01738	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
HANCKOBL_01739	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
HANCKOBL_01740	CDS	1029	torT		COG1879	Periplasmic protein TorT
HANCKOBL_01741	CDS	2688	torS	2.7.13.3	COG0784	Sensor protein TorS
HANCKOBL_01742	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
HANCKOBL_01743	CDS	174	gnsA			Protein GnsA
HANCKOBL_01744	CDS	213	cspG		COG1278	Cold shock-like protein CspG
HANCKOBL_01745	CDS	1311	appA			Periplasmic AppA protein
HANCKOBL_01746	CDS	93	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
HANCKOBL_01747	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
HANCKOBL_01748	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
HANCKOBL_01749	CDS	858				hypothetical protein
HANCKOBL_01750	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
HANCKOBL_01751	CDS	405	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
HANCKOBL_01752	CDS	204				hypothetical protein
HANCKOBL_01753	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
HANCKOBL_01754	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
HANCKOBL_01755	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
HANCKOBL_01756	tRNA	88				tRNA-Ser(tga)
HANCKOBL_01757	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
HANCKOBL_01758	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
HANCKOBL_01759	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
HANCKOBL_01760	CDS	1176	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
HANCKOBL_01761	CDS	318	hspQ		COG3785	Heat shock protein HspQ
HANCKOBL_01762	CDS	414	yccU		COG1832	putative protein YccU
HANCKOBL_01763	CDS	663				hypothetical protein
HANCKOBL_01764	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
HANCKOBL_01765	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
HANCKOBL_01766	CDS	447	yccF		COG3304	Inner membrane protein YccF
HANCKOBL_01767	CDS	2163	yccS		COG1289	Inner membrane protein YccS
HANCKOBL_01768	CDS	630	sxy		COG3070	Protein Sxy
HANCKOBL_01769	CDS	510	sulA		COG5404	Cell division inhibitor SulA
HANCKOBL_01770	CDS	1053	ompA_2		COG2885	Outer membrane protein A
HANCKOBL_01771	CDS	453	matP		COG3120	Macrodomain Ter protein
HANCKOBL_01772	CDS	1761	lon_2	3.4.21.53		Lon protease
HANCKOBL_01773	CDS	627	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
HANCKOBL_01774	CDS	168	rmf		COG3130	Ribosome modulation factor
HANCKOBL_01775	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
HANCKOBL_01776	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
HANCKOBL_01777	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
HANCKOBL_01778	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
HANCKOBL_01779	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
HANCKOBL_01780	CDS	1110	ycbX		COG0633	putative protein YcbX
HANCKOBL_01781	CDS	543	zapC			Cell division protein ZapC
HANCKOBL_01782	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
HANCKOBL_01783	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
HANCKOBL_01784	CDS	960	ssuA			Putative aliphatic sulfonates-binding protein
HANCKOBL_01785	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
HANCKOBL_01786	CDS	795	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
HANCKOBL_01787	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
HANCKOBL_01788	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
HANCKOBL_01789	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
HANCKOBL_01790	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
HANCKOBL_01791	CDS	1089	ompF			Outer membrane porin F
HANCKOBL_01792	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
HANCKOBL_01793	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
HANCKOBL_01794	CDS	549				hypothetical protein
HANCKOBL_01795	CDS	1848	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
HANCKOBL_01796	CDS	4461	mukB		COG3096	Chromosome partition protein MukB
HANCKOBL_01797	CDS	705	mukE		COG3095	Chromosome partition protein MukE
HANCKOBL_01798	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
HANCKOBL_01799	CDS	786	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
HANCKOBL_01800	CDS	780				hypothetical protein
HANCKOBL_01801	CDS	894				hypothetical protein
HANCKOBL_01802	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
HANCKOBL_01803	CDS	183				hypothetical protein
HANCKOBL_01804	CDS	1233				hypothetical protein
HANCKOBL_01805	CDS	987	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
HANCKOBL_01806	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
HANCKOBL_01807	CDS	2265				hypothetical protein
HANCKOBL_01808	CDS	285	ihfB		COG0776	Integration host factor subunit beta
HANCKOBL_01809	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
HANCKOBL_01810	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
HANCKOBL_01811	CDS	765	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
HANCKOBL_01812	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
HANCKOBL_01813	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
HANCKOBL_01814	CDS	693				hypothetical protein
HANCKOBL_01815	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
HANCKOBL_01816	CDS	858	focA		COG2116	putative formate transporter 1
HANCKOBL_01817	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
HANCKOBL_01818	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
HANCKOBL_01819	CDS	1125	ycaD			putative MFS-type transporter YcaD
HANCKOBL_01820	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
HANCKOBL_01821	CDS	864	dmsC		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
HANCKOBL_01822	CDS	618	dmsB		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
HANCKOBL_01823	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
HANCKOBL_01824	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
HANCKOBL_01825	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
HANCKOBL_01826	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
HANCKOBL_01827	CDS	3990				hypothetical protein
HANCKOBL_01828	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
HANCKOBL_01829	CDS	1071	trxB	1.8.1.9	COG0492	Thioredoxin reductase
HANCKOBL_01830	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
HANCKOBL_01831	CDS	1722	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
HANCKOBL_01832	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
HANCKOBL_01833	CDS	219	infA		COG0361	Translation initiation factor IF-1
HANCKOBL_01834	tRNA	88				tRNA-Ser(gga)
HANCKOBL_01835	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
HANCKOBL_01836	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
HANCKOBL_01837	CDS	225	cspD		COG1278	Cold shock-like protein CspD
HANCKOBL_01838	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
HANCKOBL_01839	CDS	1098	macA		COG0845	Macrolide export protein MacA
HANCKOBL_01840	CDS	993				hypothetical protein
HANCKOBL_01841	CDS	1659				hypothetical protein
HANCKOBL_01842	CDS	696	aqpZ		COG0580	Aquaporin Z
HANCKOBL_01843	CDS	900	lysO		COG2431	Lysine exporter LysO
HANCKOBL_01844	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
HANCKOBL_01845	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
HANCKOBL_01846	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
HANCKOBL_01847	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
HANCKOBL_01848	CDS	1431				hypothetical protein
HANCKOBL_01849	CDS	1014	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
HANCKOBL_01850	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
HANCKOBL_01851	CDS	324				hypothetical protein
HANCKOBL_01852	CDS	516	ybjP			putative lipoprotein YbjP
HANCKOBL_01853	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
HANCKOBL_01854	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
HANCKOBL_01855	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
HANCKOBL_01856	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
HANCKOBL_01857	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
HANCKOBL_01858	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
HANCKOBL_01859	CDS	489	ybjO			Inner membrane protein YbjO
HANCKOBL_01860	CDS	846	ydcV_2			Inner membrane ABC transporter permease protein YdcV
HANCKOBL_01861	CDS	945	potH		COG1176	Putrescine transport system permease protein PotH
HANCKOBL_01862	CDS	1134	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
HANCKOBL_01863	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
HANCKOBL_01864	CDS	477	ybjN			putative protein YbjN
HANCKOBL_01865	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
HANCKOBL_01866	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
HANCKOBL_01867	CDS	288				hypothetical protein
HANCKOBL_01868	CDS	258	grxA		COG0695	Glutaredoxin 1
HANCKOBL_01869	CDS	378	ybjM			Inner membrane protein YbjM
HANCKOBL_01870	CDS	1686	aspT_1			Aspartate/alanine antiporter
HANCKOBL_01871	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
HANCKOBL_01872	CDS	1128	ybjJ			Inner membrane protein YbjJ
HANCKOBL_01873	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
HANCKOBL_01874	CDS	279				hypothetical protein
HANCKOBL_01875	CDS	1233	mdfA			Multidrug transporter MdfA
HANCKOBL_01876	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
HANCKOBL_01877	CDS	759	deoR		COG1349	Deoxyribose operon repressor
HANCKOBL_01878	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
HANCKOBL_01879	CDS	627	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
HANCKOBL_01880	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
HANCKOBL_01881	CDS	384				hypothetical protein
HANCKOBL_01882	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
HANCKOBL_01883	CDS	1329				hypothetical protein
HANCKOBL_01884	CDS	2349	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
HANCKOBL_01885	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
HANCKOBL_01886	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
HANCKOBL_01887	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
HANCKOBL_01888	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
HANCKOBL_01889	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
HANCKOBL_01890	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
HANCKOBL_01891	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
HANCKOBL_01892	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
HANCKOBL_01893	CDS	900	cutD_1	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
HANCKOBL_01894	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
HANCKOBL_01895	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
HANCKOBL_01896	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
HANCKOBL_01897	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
HANCKOBL_01898	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
HANCKOBL_01899	CDS	468	mntR		COG1321	Transcriptional regulator MntR
HANCKOBL_01900	CDS	129	mntS			Small protein MntS
HANCKOBL_01901	CDS	1584	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
HANCKOBL_01902	CDS	516	ompX_2		COG3637	Outer membrane protein X
HANCKOBL_01903	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
HANCKOBL_01904	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
HANCKOBL_01905	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
HANCKOBL_01906	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
HANCKOBL_01907	CDS	723	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
HANCKOBL_01908	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
HANCKOBL_01909	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
HANCKOBL_01910	CDS	261	mcbA			putative protein McbA
HANCKOBL_01911	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
HANCKOBL_01912	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
HANCKOBL_01913	CDS	267	ybiI		COG1734	putative protein YbiI
HANCKOBL_01914	CDS	261	bhsA_2			Multiple stress resistance protein BhsA
HANCKOBL_01915	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
HANCKOBL_01916	CDS	963	ybiB		COG0547	putative protein YbiB
HANCKOBL_01917	CDS	2151	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
HANCKOBL_01918	CDS	198	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
HANCKOBL_01919	CDS	1362	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
HANCKOBL_01920	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
HANCKOBL_01921	CDS	996				hypothetical protein
HANCKOBL_01922	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
HANCKOBL_01923	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
HANCKOBL_01924	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
HANCKOBL_01925	CDS	411	ybhQ			Inner membrane protein YbhQ
HANCKOBL_01926	CDS	762				hypothetical protein
HANCKOBL_01927	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
HANCKOBL_01928	CDS	405	ybhN_1		COG0392	Inner membrane protein YbhN
HANCKOBL_01929	CDS	540	ybhN_2		COG0392	Inner membrane protein YbhN
HANCKOBL_01930	CDS	714				hypothetical protein
HANCKOBL_01931	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
HANCKOBL_01932	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
HANCKOBL_01933	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
HANCKOBL_01934	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
HANCKOBL_01935	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
HANCKOBL_01936	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
HANCKOBL_01937	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
HANCKOBL_01938	CDS	2022	uvrB		COG0556	UvrABC system protein B
HANCKOBL_01939	CDS	678	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
HANCKOBL_01940	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
HANCKOBL_01941	CDS	1155	bioF_2	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
HANCKOBL_01942	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
HANCKOBL_01943	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
HANCKOBL_01944	CDS	477				hypothetical protein
HANCKOBL_01945	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
HANCKOBL_01946	CDS	2262	leuC_1	4.2.1.33		3-isopropylmalate dehydratase large subunit
HANCKOBL_01947	CDS	1434	ybhI_1		COG0471	Inner membrane protein YbhI
HANCKOBL_01948	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
HANCKOBL_01949	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
HANCKOBL_01950	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
HANCKOBL_01951	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
HANCKOBL_01952	CDS	1059	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HANCKOBL_01953	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
HANCKOBL_01954	CDS	774	modA		COG0725	Molybdate-binding protein ModA
HANCKOBL_01955	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
HANCKOBL_01956	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
HANCKOBL_01957	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
HANCKOBL_01958	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
HANCKOBL_01959	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
HANCKOBL_01960	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
HANCKOBL_01961	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
HANCKOBL_01962	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HANCKOBL_01963	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
HANCKOBL_01964	CDS	381				hypothetical protein
HANCKOBL_01965	CDS	942	zitB		COG1230	Zinc transporter ZitB
HANCKOBL_01966	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
HANCKOBL_01967	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
HANCKOBL_01968	CDS	672	kdgM			Oligogalacturonate-specific porin KdgM
HANCKOBL_01969	CDS	1308	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
HANCKOBL_01970	CDS	522				hypothetical protein
HANCKOBL_01971	CDS	984			COG1638	Solute-binding protein
HANCKOBL_01972	CDS	1140	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
HANCKOBL_01973	CDS	903	yicL		COG0697	putative inner membrane transporter YicL
HANCKOBL_01974	CDS	498				hypothetical protein
